,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,4,88040,76780,0,5,5,21242,40,6856,7,195,3,75730,35564,20961,556,187,1113,370,743,4,3,133,40,36688,31529,19824,1,3
1,5,23345,21694,0,5,6,27975,34,3031,12,580,3,17939,23949,10716,26061,0,28577,15531,27818,6,6,250,181,48004,39949,33242,1,3
2,4,71233,61972,0,5,8,54770,34,2540,1,27,8,59658,18621,58,58,0,58,58,58,0,1,1,2,59224,0,0,1,3
3,5,42825,38319,0,6,5,35394,37,6336,0,2,4,35172,14228,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3
4,5,18116,16621,0,5,5,45878,34,6803,1,27,8,12776,18732,317,317,0,317,317,317,0,1,1,2,58366,0,0,1,3
5,4,64284,56233,0,5,8,36828,39,6970,1,27,8,52959,11579,36,36,0,36,36,36,0,1,1,2,59339,0,0,1,3
6,4,101039,87896,0,5,8,48535,39,2629,1,27,8,87507,48730,46,46,0,46,46,46,0,1,1,2,59281,0,0,1,3
7,4,80032,69212,0,5,5,48232,39,6280,1,27,8,67739,27496,96,96,0,96,96,96,0,1,1,2,59031,0,0,1,3
8,4,79725,68911,0,5,7,52414,39,4024,1,27,8,67438,27189,54,54,0,54,54,54,0,1,1,2,59241,0,0,1,3
9,4,101619,88460,0,5,6,18469,40,1704,1,27,8,88095,49361,469,469,0,469,469,469,0,1,1,2,58118,0,0,1,3
10,5,1350,1269,0,5,7,56480,34,2841,1,27,8,1259,1439,14,14,0,14,14,14,0,1,1,2,59431,0,0,1,3
11,5,23170,21519,0,5,8,48261,34,3031,12,580,3,17763,23773,9413,24757,0,27262,14229,26505,6,6,250,181,49315,41259,34551,1,3
12,5,20108,18457,0,5,6,25229,34,3030,12,580,3,14699,20709,10579,25925,0,28430,15395,27676,6,6,250,181,48140,40085,33379,1,3
13,4,87613,76379,0,5,6,56931,40,6071,2,47,8,75249,35129,792,792,0,792,792,792,1,1,41,2,58228,46006,0,1,3
14,4,79416,68602,0,5,7,52414,39,2410,1,27,8,67130,26878,75,75,0,75,75,75,0,1,1,2,59136,0,0,1,3
15,4,56714,49676,0,5,6,22812,34,4579,1,27,8,45625,3993,38,38,0,38,38,38,0,1,1,2,59321,0,0,1,3
16,5,24709,23061,0,5,8,15351,34,1212,1,27,8,19297,801,85,85,0,85,85,85,0,1,1,2,59088,0,0,1,3
17,4,72449,62791,0,5,7,32314,34,2636,1,27,8,60523,19837,140,140,0,140,140,140,0,1,1,2,58847,0,0,1,3
18,4,88490,77126,0,5,5,17946,34,6722,1,27,8,76082,36106,6,6,0,6,6,6,0,1,1,2,59444,0,0,1,3
19,4,71537,62169,0,5,8,54770,34,2680,1,27,8,59873,18925,113,113,0,113,113,113,0,1,1,2,58948,0,0,1,3
20,4,69254,60487,0,5,6,51019,40,2141,1,27,8,57807,16562,1037,1037,0,1037,1037,1037,0,1,1,2,57209,0,0,1,3
21,5,45270,40759,0,1,13,5,30,352,0,4,10,36589,16828,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
22,4,100228,87087,0,5,7,43849,39,4597,1,27,8,86705,47918,85,85,0,85,85,85,0,1,1,2,59088,0,0,1,3
23,4,91871,79708,0,5,7,39874,34,3741,1,27,8,78640,39482,137,137,0,137,137,137,0,1,1,2,58857,0,0,1,3
24,4,61269,53343,0,5,8,36828,39,3992,2,47,8,50057,8563,315,315,0,315,315,315,1,1,41,2,58791,46375,0,1,3
25,4,85139,74111,0,5,5,56325,40,4428,1,27,8,72816,32654,199,199,0,199,199,199,0,1,1,2,58683,0,0,1,3
26,4,72932,63166,0,5,5,56752,34,3098,1,27,8,60901,20320,150,150,0,150,150,150,0,1,1,2,58816,0,0,1,3
27,4,101306,88161,10,5,8,51492,39,4426,9,482,3,87799,49009,15334,19435,16034,29535,666,28577,5,4,341,78,41291,35908,29414,1,3
28,4,80620,69775,0,5,7,52414,39,6358,1,27,8,68305,28084,53,53,0,53,53,53,0,1,1,2,59245,0,0,1,3
29,4,94087,81570,0,5,8,56920,37,1669,1,27,8,80742,41737,12367,30673,0,35206,17290,33012,0,1,1,2,41894,0,0,1,3
30,5,35356,32403,10,5,7,2310,34,2511,3,69,8,29085,6754,4754,5214,0,5112,4908,5076,1,2,41,14,55797,44715,36822,1,3
31,4,101086,87942,0,5,5,48527,39,1669,8,392,3,87544,48779,853,853,0,853,853,853,4,4,229,87,58976,46546,38416,1,3
32,5,43172,38666,0,6,6,56615,37,6863,0,0,4,35381,14596,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
33,4,84896,73896,0,5,5,56325,40,1454,1,27,8,72579,32411,570,570,0,570,570,570,0,1,1,2,57944,0,0,1,3
34,4,91597,79492,0,5,7,39874,34,3107,1,27,8,78437,39208,78,78,0,78,78,78,0,1,1,2,59119,0,0,1,3
35,4,80707,69862,0,5,5,48232,39,1780,1,27,8,68392,28171,37,37,0,37,37,37,0,1,1,2,59329,0,0,1,3
36,5,44242,39731,0,1,13,5,28,1121,1,36,10,41459,15731,96042,0,0,0,0,0,1,0,51,0,75,83,0,1,3
37,5,20310,18659,0,5,8,46832,34,3030,12,580,3,14901,20911,10477,25823,0,28328,15293,27574,6,6,250,181,48243,40188,33483,1,3
38,5,30656,28305,0,5,6,14179,34,6940,3,69,8,24523,1979,4543,4941,0,4859,4646,4824,1,2,41,14,56027,44882,37018,1,3
39,5,10641,9694,0,1,10,5,28,666,0,4,10,7217,11022,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
40,4,79465,68651,0,5,7,52414,39,7114,1,27,8,67179,26929,55,55,0,55,55,55,0,1,1,2,59235,0,0,1,3
41,4,75865,65604,0,5,5,55950,37,4532,1,27,8,63623,23292,3958,4158,0,4096,4024,4092,0,1,1,2,52989,0,0,1,3
42,4,56245,49247,0,5,6,22812,34,1510,1,27,8,45191,3524,116,116,0,116,116,116,0,1,1,2,58938,0,0,1,3
43,4,90845,78794,0,5,8,40582,34,6491,1,27,8,77735,38456,20,20,0,20,20,20,0,1,1,2,59419,0,0,1,3
44,4,97040,83978,0,5,6,49191,39,1612,1,27,8,83615,44727,270,270,0,270,270,270,0,1,1,2,58523,0,0,1,3
45,5,35798,32715,0,5,7,2310,34,6635,1,27,8,28735,7196,962,962,0,962,962,962,0,1,1,2,57315,0,0,1,3
46,5,28954,27260,0,5,8,15683,34,2556,3,69,8,23562,292,5795,6695,0,6342,6079,6297,1,2,41,14,54875,44077,36319,1,3
47,4,54412,47620,0,5,7,45998,34,4418,1,27,8,43609,1691,217,217,0,217,217,217,0,1,1,2,58642,0,0,1,3
48,5,40361,36175,0,5,6,43727,37,1877,1,27,8,32795,11750,3199,3399,0,3335,3263,3332,0,1,1,2,53864,0,0,1,3
49,4,94812,82238,0,5,7,31994,37,6421,1,27,8,81461,42463,4061,4278,0,4219,4135,4216,0,1,1,2,52853,0,0,1,3
50,4,57734,50493,0,5,8,17647,37,1725,1,27,8,46579,5021,781,781,0,781,781,781,0,1,1,2,57622,0,0,1,3
51,4,81666,70827,0,5,5,48232,39,6800,1,27,8,69356,29130,22,22,0,22,22,22,0,1,1,2,59411,0,0,1,3
52,4,93981,81491,0,5,5,26707,37,6861,1,27,8,80630,41631,2713,2914,0,2849,2777,2846,0,1,1,2,54381,0,0,1,3
53,4,103054,89550,0,5,8,52944,40,6613,1,27,8,89510,50796,1064,1064,0,1064,1064,1064,0,1,1,2,57147,0,0,1,3
54,5,16283,15044,0,5,6,24949,34,6815,1,27,8,11242,16891,86,86,0,86,86,86,0,1,1,2,59082,0,0,1,3
55,4,77692,67171,0,5,8,53322,37,7036,1,27,8,65437,25119,3653,3853,0,3789,3717,3786,0,1,1,2,53348,0,0,1,3
56,4,73616,63772,0,5,5,56752,34,6029,1,27,8,61534,21004,151,151,0,151,151,151,0,1,1,2,58813,0,0,1,3
57,5,7536,6594,0,1,10,5,29,1091,0,4,10,5421,7720,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
58,4,102912,89454,0,5,8,52944,40,2458,1,27,8,89349,50654,709,709,0,709,709,709,0,1,1,2,57749,0,0,1,3
59,4,72237,62648,0,5,7,32314,34,4406,1,27,8,60372,19625,240,240,0,240,240,240,0,1,1,2,58599,0,0,1,3
60,5,43502,38995,0,1,13,5,28,270,1,36,10,41219,14949,95986,0,0,0,0,0,1,0,51,0,98,106,0,1,3
61,4,62279,54287,0,5,6,18707,39,2609,1,27,8,51006,9574,112,112,0,112,112,112,0,1,1,2,58951,0,0,1,3
62,4,59458,51898,0,5,6,32061,37,4629,1,27,8,48281,6746,6358,8874,0,7911,7289,7867,0,1,1,2,50721,0,0,1,3
63,4,94431,81889,0,5,5,26707,37,1860,1,27,8,81078,42082,728,728,0,728,728,728,0,1,1,2,57719,0,0,1,3
64,4,87388,76173,0,5,6,56931,40,2247,1,27,8,75028,34904,1609,1611,0,1611,1610,1611,0,1,1,2,56361,0,0,1,3
65,5,24462,22813,0,5,6,7822,34,1212,1,27,8,19050,540,70,70,0,70,70,70,0,1,1,2,59163,0,0,1,3
66,4,53947,47230,0,5,7,45998,34,1289,1,27,8,43262,1226,120,120,0,120,120,120,0,1,1,2,58923,0,0,1,3
67,4,80664,69819,0,5,7,52414,39,7060,1,27,8,68349,28128,94,94,0,94,94,94,0,1,1,2,59041,0,0,1,3
68,4,85934,74821,0,5,8,36469,40,6733,1,27,8,73572,33450,459,459,0,459,459,459,0,1,1,2,58131,0,0,1,3
69,4,63923,55872,0,5,7,51090,39,1331,1,27,8,52598,11218,34,34,0,34,34,34,0,1,1,2,59358,0,0,1,3
70,4,79786,68972,0,5,8,50585,39,3045,0,0,7,67483,27250,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
71,4,63102,55053,0,5,8,36828,39,6491,1,27,8,51780,10397,66,66,0,66,66,66,0,1,1,2,59181,0,0,1,3
72,5,11380,10433,0,1,10,5,29,729,0,4,10,7644,11806,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
73,4,64546,56495,0,5,5,56829,39,7228,1,27,8,53221,11842,25,25,0,25,25,25,0,1,1,2,59399,0,0,1,3
74,4,60394,52656,0,5,6,32061,37,2139,1,27,8,49216,7682,553,553,0,553,553,553,0,1,1,2,57976,0,0,1,3
75,4,100661,87520,0,5,5,27770,39,2122,1,27,8,87138,48351,49,49,0,49,49,49,0,1,1,2,59263,0,0,1,3
76,4,70771,61661,0,5,8,54770,34,3458,1,27,8,59319,18159,59,59,0,59,59,59,0,1,1,2,59218,0,0,1,3
77,4,92520,80220,0,5,6,48638,37,7215,1,27,8,79181,40168,666,666,0,666,666,666,0,1,1,2,57812,0,0,1,3
78,5,44549,40038,11,6,8,50438,37,2545,0,0,4,36175,16061,106,106,0,106,106,106,0,0,1,0,0,0,0,1,3
