,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,7,172366,118282,11,6,7,35278,39,6775,4,94,4,105447,84270,51333,45968,37503,57231,0,54363,4,0,119,0,10922,19211,0,1,1
1,7,165230,114059,0,6,5,3263,37,6775,5,117,4,105347,77134,53436,43312,34293,55432,0,48697,5,0,142,0,14555,23210,0,1,1
2,7,149799,104842,0,6,7,22771,39,6775,4,94,4,98647,61703,55381,47016,38349,59250,0,55453,4,0,119,0,9678,17296,0,1,1
3,7,144012,99894,0,6,8,17582,40,6775,4,94,4,112892,55916,59941,39628,35700,51901,0,52182,4,0,119,0,8983,14785,0,1,1
4,7,180921,124963,11,6,7,39769,39,6775,4,94,4,108621,92825,49533,45845,37312,56975,0,53620,4,0,119,0,11120,20112,0,1,1
5,7,145530,101255,0,6,5,56729,37,6775,5,117,4,99002,57434,57627,42701,33660,53778,0,47830,5,0,142,0,13176,21931,0,1,1
6,7,143677,99603,0,6,7,19214,39,6775,4,94,4,97115,55581,57602,47240,38429,59698,0,55091,4,0,119,0,9327,16727,0,1,1
7,7,145070,100844,0,6,5,56539,37,6775,5,117,4,98880,56974,57710,42906,33873,54363,0,47838,5,0,142,0,13174,21927,0,1,1
8,7,174963,120219,0,6,5,6986,37,6775,5,117,4,108719,86867,51362,43338,34327,55484,0,49097,5,0,142,0,15965,24357,0,1,1
9,7,174645,119929,0,6,7,36472,39,6775,4,94,4,106228,86549,50826,45997,37512,57299,0,54457,4,0,119,0,10938,19409,0,1,1
10,7,177699,122635,0,6,8,36212,40,6775,4,94,4,117980,89603,54713,39702,35800,52075,0,52409,4,0,119,0,9874,17330,0,1,1
11,7,144785,100597,0,6,8,17917,40,6775,4,94,4,112986,56689,59901,39626,35697,51894,0,52175,4,0,119,0,8986,14791,0,1,1
12,7,180110,124526,0,6,8,37621,40,6775,4,94,4,118526,92014,54401,39355,35263,51073,0,51349,4,0,119,0,9902,17480,0,1,1
13,7,156315,109358,0,6,8,24479,40,6775,4,94,4,114698,68219,58805,39503,35498,51552,0,51831,4,0,119,0,9106,15483,0,1,1
14,7,166680,114743,0,6,8,30225,40,6775,4,94,4,116230,78584,57904,39731,35843,52166,0,52500,4,0,119,0,9221,15993,0,1,1
15,7,168583,115617,0,6,5,4437,37,6775,5,117,4,106322,80487,53205,43155,34152,55031,0,48797,5,0,142,0,15368,23346,0,1,1
16,7,182328,125730,0,6,8,38718,40,6775,4,94,4,119655,94232,54111,39334,35232,51024,0,51300,4,0,119,0,10195,17700,0,1,1
17,7,160046,111251,0,6,5,1319,37,6775,5,117,4,103715,71950,54147,43211,34191,55198,0,48488,5,0,142,0,14235,23096,0,1,1
18,7,179113,123859,0,6,5,8743,37,6775,5,117,4,110394,91017,50617,49047,24927,61314,22208,57742,5,0,142,0,16094,24616,0,1,1
19,7,141858,97951,0,6,6,40965,34,6775,23,788,4,119171,53762,60795,48507,26108,62510,21052,56241,23,0,1031,0,36815,35672,0,1,1
20,7,171027,117338,0,6,5,5531,37,6775,5,117,4,107303,82931,52920,43479,34460,55798,0,48922,5,0,142,0,15629,23528,0,1,1
21,7,161331,111927,0,6,7,29336,39,6775,4,94,4,102199,73235,53522,46498,37875,58239,0,55153,4,0,119,0,10536,18188,0,1,1
22,7,153286,107553,0,6,7,24790,39,6775,4,94,4,99820,65190,54695,46970,38248,59153,0,54423,4,0,119,0,9876,17332,0,1,1
23,7,183770,126707,0,6,5,10651,37,6775,5,117,4,111645,95674,49714,48794,22941,60892,21920,56983,5,0,142,0,16926,24943,0,1,1
24,7,143526,99470,0,6,8,17409,40,6775,4,94,4,112846,55430,60016,39637,35717,51926,0,52207,4,0,119,0,8960,14708,0,1,1
25,7,176366,121495,0,6,7,37386,39,6775,4,94,4,106815,88270,50548,45667,37176,56634,0,53293,4,0,119,0,10950,19470,0,1,1
26,7,143917,99810,0,6,5,54206,37,6775,5,117,4,98533,55821,57908,42944,33906,54463,0,47849,5,0,142,0,13113,21915,0,1,1
27,7,164572,113679,0,6,5,2934,37,6775,5,117,4,105147,76476,53497,43292,34278,55395,0,49081,5,0,142,0,14541,23196,0,1,1
28,7,188198,130311,0,6,5,12353,37,6775,5,117,4,112318,100102,48475,48147,19525,60413,22132,50868,5,0,142,0,17549,25487,0,1,1
29,7,148985,104090,0,6,5,57967,37,6775,5,117,4,100161,60889,56913,42770,33724,53982,0,47951,5,0,142,0,13361,22085,0,1,1
30,7,161362,111939,0,6,7,29389,39,6775,4,94,4,102305,73266,53560,46495,37838,58234,0,53883,4,0,119,0,10394,18049,0,1,1
