,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,6,214196,165732,0,5,6,6907,34,6775,3,147,8,156908,4851,28102,5566,3421,8362,0,8322,2,1,145,2,20737,19468,0,1,0
1,6,211437,162973,0,5,5,16274,34,6775,3,147,8,149574,2092,21728,1681,1279,3095,0,3092,2,1,145,2,23924,21339,0,1,0
2,6,228192,179445,8,5,6,59137,34,6775,5,194,8,170009,18847,33764,16532,11257,22399,9785,21389,3,2,174,14,31057,26514,6225,1,0
3,7,174011,119351,11,6,7,36068,39,6775,4,94,4,106002,85915,50931,46601,36729,58437,10490,53445,4,0,119,0,10934,19354,0,1,1
4,7,161724,112116,0,6,5,1897,37,6775,5,117,4,104320,73628,53865,43224,34208,55238,0,48575,5,0,142,0,14339,23149,0,1,1
5,6,216406,167942,8,5,6,15046,34,6775,5,194,8,164119,7061,32803,18460,14648,26170,6532,25148,3,2,174,14,31131,26581,6279,1,0
6,7,172111,118088,0,6,5,5865,37,6775,5,117,4,107556,84015,51994,43283,34262,55379,0,48944,5,0,142,0,15641,24134,0,1,1
7,6,213358,164894,0,5,5,45749,34,6775,3,147,8,150855,4013,22300,3688,2325,6276,0,6231,2,1,145,2,23526,21224,0,1,0
8,6,229176,180361,8,5,6,59557,34,6775,5,194,8,170994,19831,34069,17623,13177,24727,9166,22929,3,2,174,14,30950,26485,6428,1,0
9,6,253047,203667,10,5,5,12039,34,6775,3,147,8,179373,43702,35290,23193,17760,34363,0,32528,2,1,145,2,19362,18518,0,1,0
10,6,222644,174003,0,5,5,60313,34,6775,3,147,8,155386,13299,24368,6386,3943,9231,0,9187,2,1,145,2,21683,20315,0,1,0
11,6,218500,169871,0,5,5,58142,34,6775,3,147,8,153364,9155,23727,4476,2658,7033,0,6996,2,1,145,2,21884,20461,0,1,0
12,6,216921,168433,0,5,6,15741,34,6775,3,147,8,159299,7576,29228,5965,3695,8831,0,8786,2,1,145,2,20277,19387,0,1,0
13,6,257903,208523,0,5,8,59218,34,6775,3,147,8,193268,48558,39924,13148,10537,17821,0,17733,2,1,145,2,15619,14356,0,1,0
14,6,249898,200518,10,5,5,10837,34,6775,1,97,7,172849,40553,28536,0,0,0,0,0,1,0,121,0,4008,6027,0,1,0
15,6,211613,163149,8,5,5,19295,34,6775,5,194,8,151357,2268,22585,19308,15553,29349,4032,27967,3,2,174,14,32216,27452,7571,1,0
16,6,256794,207414,0,5,6,8081,34,6775,3,147,8,180542,47449,35966,14280,11705,19501,0,19497,2,1,145,2,19146,18367,0,1,0
17,6,223436,174795,0,5,6,56474,34,6775,3,147,8,164402,14091,30534,6112,3757,8920,0,8873,2,1,145,2,20059,19200,0,1,0
18,6,220078,171449,10,5,5,59034,34,6775,1,97,7,154083,10733,23989,0,0,0,0,0,1,0,121,0,4304,6607,0,1,0
19,6,246670,197339,10,5,8,56327,34,6775,1,97,7,190701,37325,40726,0,0,0,0,0,1,0,121,0,2378,3688,0,1,0
20,6,256804,207424,0,5,6,8105,34,6775,3,147,8,180552,47459,35958,14271,11695,19489,0,19485,2,1,145,2,19146,18368,0,1,0
21,6,235977,186902,0,5,5,6708,34,6775,3,147,8,165740,26632,26185,13790,11180,18710,0,18708,2,1,145,2,20983,19918,0,1,0
22,6,214500,166036,0,5,6,9002,34,6775,3,147,8,157191,5155,28177,6350,3916,9186,0,9140,2,1,145,2,20729,19464,0,1,0
23,6,230891,182055,10,5,6,31,34,6775,1,97,7,169816,21546,31687,0,0,0,0,0,1,0,121,0,3899,5849,0,1,0
24,6,215516,167052,8,5,5,56341,34,6775,5,194,8,153484,6171,24027,19775,15365,29946,6486,27971,3,2,174,14,32041,27306,7582,1,0
