,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,7,148598,103750,0,6,7,22031,39,6775,4,94,4,98271,60502,55803,46662,38030,58549,0,54195,4,0,119,0,9608,17276,0,1,1
1,7,188291,130365,0,6,5,12464,37,6775,5,117,4,112373,100195,48513,48150,19724,60420,22142,51095,5,0,142,0,17546,25482,0,1,1
2,7,152800,107161,0,6,8,22411,40,6775,4,94,4,114144,64704,58919,39854,36028,52432,0,52766,4,0,119,0,9067,15298,0,1,1
3,7,180329,124647,0,6,5,9284,37,6775,5,117,4,110802,92233,50467,48992,24727,61213,22081,57535,5,0,142,0,16130,24624,0,1,1
4,7,188725,130668,0,6,8,42289,40,6775,3,69,4,96617,100629,46353,41955,38551,52327,0,52661,3,0,92,0,9157,15520,0,1,1
5,7,163547,113125,0,6,7,30496,39,6775,4,94,4,102902,75451,53371,46077,37498,57449,0,53792,4,0,119,0,10833,18463,0,1,1
6,7,163517,113108,0,6,7,30445,39,6775,4,94,4,102888,75421,53373,46078,37500,57455,0,53792,4,0,119,0,10833,18463,0,1,1
7,7,141232,97395,0,6,6,40577,34,6775,23,788,4,119006,53136,60805,48468,26197,62439,20985,56369,23,0,1031,0,36813,35670,0,1,1
8,7,181024,125016,0,6,7,39935,39,6775,4,94,4,108545,92928,49528,46149,37594,57604,0,55031,4,0,119,0,11123,20118,0,1,1
9,7,169169,115935,0,6,5,4684,37,6775,5,117,4,106522,81073,53171,43196,34181,55159,0,48838,5,0,142,0,15587,23358,0,1,1
10,7,142818,98828,0,6,8,16858,40,6775,4,94,4,112707,54722,60049,39882,36075,52521,0,52854,4,0,119,0,8959,14578,0,1,1
11,7,143338,99298,0,6,5,52313,37,6775,5,117,4,98356,55242,57985,42936,33900,54437,0,47815,5,0,142,0,13026,21878,0,1,1
12,7,169773,116374,0,6,5,4948,37,6775,5,117,4,106731,81677,53130,43202,34201,55174,0,48859,5,0,142,0,15598,23364,0,1,1
13,7,162919,112821,0,6,5,2370,37,6775,5,117,4,104674,74823,53702,43253,34229,55307,0,48610,5,0,142,0,14359,23176,0,1,1
14,7,172738,118479,0,6,5,6156,37,6775,5,117,4,107896,84642,51727,43506,34498,55871,0,49266,5,0,142,0,15645,24285,0,1,1
15,7,184046,126858,0,6,8,39626,40,6775,4,94,4,119900,95950,53781,39341,35242,51038,0,51314,4,0,119,0,10218,17872,0,1,1
16,7,157181,109766,0,6,7,26844,39,6775,4,94,4,100781,69085,54185,46299,37685,57864,0,54011,4,0,119,0,10122,17681,0,1,1
17,7,156373,109383,0,6,8,24576,40,6775,4,94,4,114725,68277,58806,39505,35500,51556,0,51835,4,0,119,0,9106,15483,0,1,1
18,7,172157,118130,0,6,5,5919,37,6775,5,117,4,107686,84061,52256,43496,34485,55842,0,49259,5,0,142,0,15639,24005,0,1,1
19,7,141421,97560,0,6,8,16741,40,6775,4,94,4,112664,53325,60124,39641,35723,51937,0,52218,4,0,119,0,8956,14431,0,1,1
20,7,159310,110819,0,6,5,953,37,6775,5,117,4,103360,71214,54211,42842,33798,54202,0,48411,5,0,142,0,14228,23091,0,1,1
21,7,166642,114725,0,6,6,16009,34,6775,22,728,4,117254,78546,58608,47985,31827,61882,18125,55503,22,0,1002,0,38018,36034,0,1,1
22,7,178478,123334,0,6,5,8442,37,6775,5,117,4,110155,90382,50726,43423,34406,55670,0,49189,5,0,142,0,16083,24599,0,1,1
23,7,183661,126652,0,6,5,10520,37,6775,5,117,4,111584,95565,49711,48805,22400,60909,22192,56907,5,0,142,0,16926,24943,0,1,1
24,7,160870,111725,0,6,8,27000,40,6775,4,94,4,115393,72774,58674,39789,35933,52324,0,52658,4,0,119,0,9173,15538,0,1,1
