,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,7,144612,100442,0,6,7,19821,39,6775,4,94,4,97344,56516,57347,47252,38469,59725,0,55669,4,0,119,0,9422,16742,0,1,1
1,6,232563,183551,10,5,6,883,34,6775,1,97,7,171302,23218,33169,0,0,0,0,0,1,0,121,0,3832,5833,0,1,0
2,6,243316,194065,10,5,8,47583,34,6775,1,97,7,189935,33971,40910,0,0,0,0,0,1,0,121,0,2373,3683,0,1,0
3,7,178325,123196,0,6,8,36604,40,6775,4,94,4,118084,90229,54688,39365,35276,51150,0,51427,4,0,119,0,9877,17333,0,1,1
4,6,247076,197708,10,5,5,9743,34,6775,1,97,7,170926,37731,27511,0,0,0,0,0,1,0,121,0,4132,6154,0,1,0
5,6,239965,190807,10,5,8,35429,34,6775,1,97,7,189172,30620,41387,0,0,0,0,0,1,0,121,0,2348,3658,0,1,0
6,6,246144,196841,0,5,8,54365,34,6775,3,147,8,190482,36799,40771,14464,11903,19773,0,19801,2,1,145,2,15315,14321,0,1,0
7,6,222447,173806,0,5,5,60204,34,6775,3,147,8,155118,13102,24340,6614,4139,9608,0,9561,2,1,145,2,21770,20342,0,1,0
8,6,245480,196211,10,5,8,52433,34,6775,1,97,7,190369,36135,40809,0,0,0,0,0,1,0,121,0,2375,3685,0,1,0
9,7,150468,105439,0,6,8,21055,40,6775,4,94,4,113783,62372,59164,39867,36053,52476,0,52809,4,0,119,0,9053,14880,0,1,1
10,6,258355,208975,10,5,5,13635,34,6775,1,97,7,178301,49010,31646,0,0,0,0,0,1,0,121,0,3912,5852,0,1,0
11,6,259097,209717,10,5,8,59474,34,6775,3,147,8,193998,49752,41598,17536,14486,24526,0,24401,2,1,145,2,15199,13886,0,1,0
12,6,255263,205883,0,5,5,12633,34,6775,3,147,8,176395,45918,31072,14144,11571,19289,0,19317,2,1,145,2,19988,19115,0,1,0
13,6,255829,206449,10,5,8,58713,34,6775,1,97,7,192742,46484,40134,0,0,0,0,0,1,0,121,0,2445,3729,0,1,0
14,6,221640,172999,0,5,6,46729,34,6775,3,147,8,162619,12295,30037,6430,3981,9303,0,9257,2,1,145,2,20128,19301,0,1,0
15,6,239775,190639,10,5,5,7643,34,6775,1,97,7,167526,30430,26573,0,0,0,0,0,1,0,121,0,4211,6202,0,1,0
16,6,249633,200253,10,5,8,57213,34,6775,1,97,7,191306,40288,40485,0,0,0,0,0,1,0,121,0,2397,3698,0,1,0
17,6,214161,165697,8,5,6,6498,34,6775,5,194,8,161505,4816,31146,18284,14459,25896,6859,24818,3,2,174,14,31427,26698,6446,1,0
18,6,257160,207780,0,5,5,13227,34,6775,3,147,8,177446,47815,31418,13326,10682,18066,0,17977,2,1,145,2,19945,18945,0,1,0
19,6,256055,206675,10,5,5,12948,34,6775,3,147,8,180866,46710,36344,23290,17838,34505,0,32654,2,1,145,2,19099,18198,0,1,0
20,7,151582,106209,0,6,7,23849,39,6775,4,94,4,99281,63486,55038,47151,38360,59537,0,54852,4,0,119,0,9857,17311,0,1,1
21,6,221736,173095,0,5,6,47663,34,6775,3,147,8,162755,12391,30248,6445,3990,9318,0,9273,2,1,145,2,20100,19278,0,1,0
22,6,246705,197372,10,5,8,56335,34,6775,1,97,7,190740,37360,40732,0,0,0,0,0,1,0,121,0,2378,3688,0,1,0
23,6,257661,208281,10,5,7,59279,34,6775,1,97,7,187426,48316,38915,0,0,0,0,0,1,0,121,0,3011,5550,0,1,0
