,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,4,83555,72710,0,5,5,38044,39,4418,8,311,3,71243,31030,15194,18931,15627,27367,181,26434,4,4,183,70,41036,35225,29471,1,3
1,5,18507,16878,0,5,5,45878,34,1454,1,27,8,13064,19123,2699,2900,0,2835,2763,2832,0,1,1,2,54397,0,0,1,3
2,4,82429,71590,0,5,6,44319,39,1358,1,27,8,70119,29893,114,114,0,114,114,114,0,1,1,2,58945,0,0,1,3
3,4,97253,84185,0,5,5,27770,39,1409,0,0,7,83814,44940,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
4,4,71862,62398,0,5,7,32314,34,4441,1,27,8,60111,19250,125,125,0,125,125,125,0,1,1,2,58904,0,0,1,3
5,4,61469,53528,0,5,5,56829,39,1685,2,47,8,50244,8764,120,120,0,120,120,120,1,1,41,2,59213,46764,0,1,3
6,4,73483,63657,0,5,5,56752,34,6808,1,27,8,61417,20871,224,224,0,224,224,224,0,1,1,2,58627,0,0,1,3
7,5,13386,12439,11,6,8,23282,34,6343,0,5,4,8809,13934,87,87,0,87,87,87,0,0,7,0,0,0,0,1,3
8,4,94022,81523,0,5,5,26707,37,2324,1,27,8,80682,41672,3229,3429,0,3365,3293,3362,0,1,1,2,53830,0,0,1,3
9,5,21153,19502,0,5,5,40547,34,3030,12,580,3,15744,21754,10290,25636,0,28141,15106,27386,6,6,250,181,48430,40376,33669,1,3
10,4,88361,77628,0,5,10,661,29,3430,1,27,8,76559,35975,0,5,5,10,0,10,1,0,41,0,0,0,0,1,3
11,5,22522,20872,0,5,7,22339,34,3031,12,580,3,17114,23125,10365,25711,0,28216,15181,27461,6,6,250,181,48355,40301,33594,1,3
12,4,67257,59117,0,5,5,17988,40,6369,1,27,8,55872,14563,1305,1305,0,1305,1305,1305,0,1,1,2,56858,0,0,1,3
13,4,77727,67204,0,5,8,53322,37,1467,1,27,8,65477,25154,3587,3787,0,3723,3651,3720,0,1,1,2,53423,0,0,1,3
14,4,84845,73853,0,5,5,56325,40,1382,1,27,8,72531,32360,615,615,0,615,615,615,0,1,1,2,57878,0,0,1,3
15,4,89776,77936,0,5,6,25033,34,4554,1,27,8,76890,37387,37,37,0,37,37,37,0,1,1,2,59329,0,0,1,3
16,4,88946,77433,0,5,5,17946,34,6454,1,27,8,76388,36557,246,246,0,246,246,246,0,1,1,2,58584,0,0,1,3
17,4,85681,74580,0,5,5,56325,40,6574,1,27,8,73377,33196,479,479,0,479,479,479,0,1,1,2,58104,0,0,1,3
18,4,78351,67695,0,5,6,38130,37,6800,1,27,8,66093,25778,3314,3514,0,3450,3378,3447,0,1,1,2,53739,0,0,1,3
19,5,35269,32335,10,5,7,2310,34,1830,3,69,8,29025,6667,4991,5536,0,5372,5185,5334,1,2,41,14,55553,44486,36647,1,3
20,4,94646,82103,0,5,7,31994,37,2189,1,27,8,81301,42297,999,999,0,999,999,999,0,1,1,2,57256,0,0,1,3
21,4,71696,62284,0,5,7,32314,34,2979,1,27,8,59996,19084,123,123,0,123,123,123,0,1,1,2,58912,0,0,1,3
22,4,79953,69134,0,5,6,44319,39,3187,0,0,7,67661,27417,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
23,4,78580,67861,0,5,6,38128,37,1452,1,27,8,66329,26008,148,148,0,148,148,148,0,1,1,2,58819,0,0,1,3
24,4,53093,46652,0,5,8,40565,34,3982,1,27,8,42661,370,119,119,0,119,119,119,0,1,1,2,58927,0,0,1,3
25,4,61974,54013,0,5,5,56829,39,2457,1,27,8,50731,9269,2,2,0,2,2,2,0,1,1,2,59452,0,0,1,3
26,4,97394,84325,0,5,6,49189,39,2540,1,27,8,83955,45081,107,107,0,107,107,107,0,1,1,2,58974,0,0,1,3
27,4,94050,81545,0,5,5,26707,37,2646,1,27,8,80696,41700,1107,1107,0,1107,1107,1107,0,1,1,2,57100,0,0,1,3
28,4,79739,68925,0,5,8,50585,39,1482,1,27,8,67450,27203,85,85,0,85,85,85,0,1,1,2,59088,0,0,1,3
29,4,59728,52142,0,5,5,32277,37,1510,1,27,8,48556,7016,910,910,0,910,910,910,0,1,1,2,57418,0,0,1,3
30,4,92981,80632,0,5,6,48638,37,2680,1,27,8,79637,40629,3217,3417,0,3353,3281,3350,0,1,1,2,53844,0,0,1,3
31,4,103169,89631,0,5,8,52944,40,7132,1,27,8,89616,50911,1176,1176,0,1176,1176,1176,0,1,1,2,57022,0,0,1,3
32,4,100294,87153,0,5,7,43849,39,3672,1,27,8,86771,47984,65,65,0,65,65,65,0,1,1,2,59187,0,0,1,3
33,4,75496,65316,0,5,7,27934,37,1417,1,27,8,63282,22923,2189,2327,0,2260,2222,2260,0,1,1,2,55177,0,0,1,3
34,4,99010,85866,0,5,7,43849,39,4572,1,27,8,85493,46698,98,98,0,98,98,98,0,1,1,2,59022,0,0,1,3
35,5,49597,44956,0,5,7,55270,34,1238,1,34,8,39745,21318,9,9,0,9,9,9,0,1,8,2,59438,0,0,1,3
36,4,78950,68182,0,5,6,38128,37,6582,1,27,8,66698,26378,934,934,0,934,934,934,0,1,1,2,57383,0,0,1,3
37,4,71230,61970,0,5,8,54770,34,1646,1,27,8,59662,18618,101,101,0,101,101,101,0,1,1,2,59006,0,0,1,3
