,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
0,7,153511,107689,0,6,8,22968,40,6775,4,94,4,114292,65415,58890,39532,35549,51610,0,51891,4,0,119,0,9068,15328,0,1,1
1,6,228533,179759,8,5,6,59235,34,6775,5,194,8,170053,19188,33718,16454,11643,22313,9411,21374,3,2,174,14,31068,26521,6228,1,0
2,7,144174,100039,0,6,7,19405,39,6775,4,94,4,97175,56078,57461,46867,38194,58955,0,55096,4,0,119,0,9414,16736,0,1,1
3,6,256192,206812,8,5,8,58801,34,6775,5,194,8,193897,46847,42131,21647,11675,33223,11794,25540,3,2,174,14,26932,23225,654,1,0
4,7,182392,125761,0,6,8,38821,40,6775,4,94,4,119684,94296,54125,39334,35231,51021,0,51297,4,0,119,0,10180,17688,0,1,1
5,7,153543,107709,0,6,5,59472,37,6775,5,117,4,101524,65447,55057,42806,33759,54090,0,48168,5,0,142,0,13567,22956,0,1,1
6,6,217435,168886,8,5,5,57566,34,6775,5,194,8,154862,8090,24437,20545,16426,31333,7515,29796,3,2,174,14,31826,27249,7299,1,0
7,7,160414,111506,0,6,8,26878,40,6775,4,94,4,115360,72318,58687,39488,35467,51514,0,51794,4,0,119,0,9164,15531,0,1,1
8,7,179961,124397,0,6,8,37381,40,6775,3,69,4,118307,91865,54385,41939,38523,52155,0,52489,3,0,92,0,5855,11188,0,1,1
9,6,230637,181821,10,5,5,4167,34,6775,1,97,7,162491,21292,26279,0,0,0,0,0,1,0,121,0,4217,6207,0,1,0
10,7,152283,106697,0,6,8,22183,40,6775,4,94,4,114085,64187,59007,39574,35617,51726,0,52007,4,0,119,0,9060,15199,0,1,1
11,7,167364,115036,0,6,8,30736,40,6775,4,94,4,116364,79268,57839,39426,35366,51346,0,51624,4,0,119,0,9225,16181,0,1,1
12,7,151486,106124,0,6,7,23685,39,6775,4,94,4,99147,63390,54984,47186,38442,59612,0,55650,4,0,119,0,9860,17313,0,1,1
13,7,167644,115167,0,6,7,32696,39,6775,4,94,4,104158,79548,53008,45765,37259,56816,0,53662,4,0,119,0,10871,18640,0,1,1
14,7,187999,130149,0,6,8,41741,40,6775,3,69,4,96458,99903,46394,41947,38533,52233,0,52567,3,0,92,0,9152,15511,0,1,1
15,7,167856,115266,0,6,8,30920,40,6775,4,94,4,116408,79760,57696,39720,35825,52120,0,52454,4,0,119,0,9237,16568,0,1,1
16,7,158808,110567,0,6,5,830,37,6775,5,117,4,103311,70712,54319,43193,34178,55150,0,48814,5,0,142,0,14039,23056,0,1,1
17,7,162733,112656,0,6,8,28211,40,6775,4,94,4,115703,74637,58642,39778,35919,52298,0,52632,4,0,119,0,9189,15548,0,1,1
18,7,156576,109476,0,6,5,104,37,6775,5,117,4,102607,68480,54609,43156,34133,55037,0,48344,5,0,142,0,13749,23030,0,1,1
19,7,184908,127521,0,6,5,11095,37,6775,5,117,4,111818,96812,49491,48710,21920,60759,22055,56724,5,0,142,0,17002,24985,0,1,1
20,7,154857,108538,0,6,5,60026,37,6775,5,117,4,102069,66761,54821,43111,34085,54927,0,48269,5,0,142,0,13632,22963,0,1,1
21,7,172228,118193,0,6,5,6006,37,6775,5,117,4,107723,84132,52242,43492,34481,55835,0,48969,5,0,142,0,15640,24006,0,1,1
22,7,166811,114800,0,6,8,30448,40,6775,4,94,4,116291,78715,57960,39443,35393,51401,0,51679,4,0,119,0,9220,15869,0,1,1
23,7,153540,107708,0,6,5,59468,37,6775,5,117,4,101522,65444,55057,42806,33759,54091,0,48169,5,0,142,0,13567,22956,0,1,1
24,7,172679,118444,0,6,5,6085,37,6775,5,117,4,107757,84583,51687,43299,34282,55410,0,48967,5,0,142,0,15648,24310,0,1,1
25,7,170875,117204,0,6,8,32725,40,6775,4,94,4,116917,82779,57152,39739,35858,52182,0,52516,4,0,119,0,9576,16887,0,1,1
26,7,139718,96056,0,6,6,39072,34,6775,23,788,4,118492,51622,61035,48502,26405,62501,20976,56696,23,0,1031,0,36787,35644,0,1,1
27,7,153260,107538,0,6,7,24745,39,6775,4,94,4,99712,65164,54656,47002,38341,59219,0,55515,4,0,119,0,9880,17336,0,1,1
28,7,152379,106781,0,6,5,59072,37,6775,5,117,4,101135,64283,55336,42727,33689,53852,0,48100,5,0,142,0,13557,22899,0,1,1
29,7,155305,108850,0,6,5,60090,37,6775,5,117,4,102097,67209,54697,42814,33770,54125,0,48260,5,0,142,0,13746,22972,0,1,1
30,7,184924,127535,0,6,5,11113,37,6775,5,117,4,111824,96828,49487,48706,21918,60751,22052,56718,5,0,142,0,17002,24985,0,1,1
31,6,216459,167995,8,5,6,15001,34,6775,5,194,8,164158,7114,32765,18479,14659,26198,6497,25178,3,2,174,14,31134,26584,6280,1,0
32,6,222331,173690,0,5,6,50906,34,6775,3,147,8,163048,12986,30071,7831,5097,11228,0,11184,2,1,145,2,20123,19296,0,1,0
33,7,158235,110286,0,6,5,632,37,6775,5,117,4,103143,70139,54360,43185,34170,55125,0,48806,5,0,142,0,14035,23053,0,1,1
34,7,157938,110144,0,6,7,27480,39,6775,4,94,4,101191,69842,54123,46614,37971,58458,0,53980,4,0,119,0,10188,17691,0,1,1
35,7,159077,110700,0,6,7,28110,39,6775,4,94,4,101574,70981,53858,46580,37885,58392,0,53951,4,0,119,0,10208,17829,0,1,1
36,7,189096,130921,0,6,7,44349,39,6775,4,94,4,111394,101000,48007,45978,37381,57254,0,53232,4,0,119,0,11315,20453,0,1,1
37,7,143831,99738,0,6,5,53317,37,6775,5,117,4,98497,55735,57927,42983,33960,54586,0,48250,5,0,142,0,13112,21914,0,1,1
